user_name,leaning
temple_randy,REPUBLICAN
New0rleansLady,REPUBLICAN
richgalen,REPUBLICAN
OLBANIA,REPUBLICAN
CartoonHillary,DEMOCRAT
ElBluro,REPUBLICAN
theelsmom,DEMOCRAT
Lnonblonde,DEMOCRAT
ElyangelicaNews,DEMOCRAT
irocku2,DEMOCRAT
MattDeLuca,REPUBLICAN
1usagrunt,REPUBLICAN
sugar5802,REPUBLICAN
ksemgs,REPUBLICAN
Tony716Tony,REPUBLICAN
JLownLaw,REPUBLICAN
KennettDems,DEMOCRAT
Leenom67,DEMOCRAT
MikeChapman,DEMOCRAT
ScreedofChucky,REPUBLICAN
AAPbhushan,DEMOCRAT
AZ107,DEMOCRAT
mbassik,DEMOCRAT
VoteShaughnessy,DEMOCRAT
repwilliams,DEMOCRAT
kkalmes2,DEMOCRAT
mcurryfelidae07,REPUBLICAN
AlbanyUpdate,REPUBLICAN
aravosis,DEMOCRAT
DeanCav,REPUBLICAN
CynJemison,DEMOCRAT
Alvin4Community,DEMOCRAT
sendebbiesmith,DEMOCRAT
blank_rej,DEMOCRAT
Mad1inUSA,REPUBLICAN
GunsAmmoKnives,REPUBLICAN
LOrion,DEMOCRAT
NancyBarto,REPUBLICAN
TheDailySlurp,REPUBLICAN
tkbva,DEMOCRAT
wanttruth,REPUBLICAN
porcelain10,REPUBLICAN
Gunalizer,REPUBLICAN
patrickdehahn,DEMOCRAT
AkronMayorDon,DEMOCRAT
RecvcOrg,REPUBLICAN
marydi60,DEMOCRAT
ArtKen,DEMOCRAT
rjispy,DEMOCRAT
terrisanislo,REPUBLICAN
watchingfreedom,REPUBLICAN
Pastafarian1964,DEMOCRAT
Oldetexian,DEMOCRAT
TeamBronwen,REPUBLICAN
Bellalindafox,DEMOCRAT
Djou4Hawaii,REPUBLICAN
AtlantaHumanist,DEMOCRAT
fsadlerva,REPUBLICAN
VoCommunism,REPUBLICAN
RonBoehmer,DEMOCRAT
TerryMosher1,DEMOCRAT
TeaParty365,REPUBLICAN
Sky_Bluez,REPUBLICAN
JTthecarguy,REPUBLICAN
AmyHamnerWalker,REPUBLICAN
OrlandoTeaParty,REPUBLICAN
GovernorGreene,REPUBLICAN
Beaufort_TParty,REPUBLICAN
BlueTrooth,DEMOCRAT
JECarter4,DEMOCRAT
dcrepublican,REPUBLICAN
Deezworld83,DEMOCRAT
Writeintrump,REPUBLICAN
joanneleon,DEMOCRAT
OFA_GA,DEMOCRAT
elizglid,DEMOCRAT
BrettDoster,REPUBLICAN
Mvbennett26,DEMOCRAT
CarolinePidgeon,DEMOCRAT
WiseRepublic,REPUBLICAN
JaredMSewell,REPUBLICAN
PJTV,REPUBLICAN
doobee810,DEMOCRAT
RepBarbaraLee,DEMOCRAT
debv219,DEMOCRAT
TEEITHIGH,REPUBLICAN
racialicious,DEMOCRAT
Bobbie227,REPUBLICAN
RachelCline9,REPUBLICAN
katherineyon,REPUBLICAN
csmiller20,DEMOCRAT
steakhousegirl,DEMOCRAT
ArvelMauldin,DEMOCRAT
ScottWalkerHQ,REPUBLICAN
BannedVixen,DEMOCRAT
Larry_Sands,DEMOCRAT
massyrs,REPUBLICAN
RepDavidYoung,REPUBLICAN
crandell,REPUBLICAN
ArneJones,REPUBLICAN
Mulmack,REPUBLICAN
ReaganCoalition,REPUBLICAN
ConnieJ4OK,DEMOCRAT
AutonomousMag,REPUBLICAN
CynthiaGandy1,REPUBLICAN
Demskryptonite,REPUBLICAN
JosiahCantrall,REPUBLICAN
MikeTobinFox,DEMOCRAT
MRSWestin,REPUBLICAN
socalmike_SD,REPUBLICAN
ZelmanPartisans,DEMOCRAT
RepToddStephens,REPUBLICAN
SGLawrence,REPUBLICAN
RepDonatucci,DEMOCRAT
wecprotects,DEMOCRAT
LaMujerObrera,DEMOCRAT
TSimm246,REPUBLICAN
ljarratt,REPUBLICAN
harperbulletin,REPUBLICAN
SusanSaulny,DEMOCRAT
macartisan,DEMOCRAT
lovetheusaorlea,REPUBLICAN
PurSpectives_,DEMOCRAT
LaminSwann,DEMOCRAT
AaronHall,REPUBLICAN
dpatrikarakos,DEMOCRAT
Pat_Riot_21,REPUBLICAN
ProgressFlorida,DEMOCRAT
Seashells_Art,REPUBLICAN
PaulDietzel,REPUBLICAN
ChrisCoons,DEMOCRAT
DonFromProctorU,REPUBLICAN
WizzyProbs,DEMOCRAT
jackson3pack,REPUBLICAN
e_monsendo,DEMOCRAT
ButtersStotch,DEMOCRAT
TCPhotodesign_,REPUBLICAN
TheConservative,REPUBLICAN
_rjayrodriguez,DEMOCRAT
mommopolitics,DEMOCRAT
MonicaForOregon,REPUBLICAN
StevePougnet,DEMOCRAT
TheNewslo,DEMOCRAT
SoulRevision,DEMOCRAT
ASPWired,REPUBLICAN
WiseGuyEddie,REPUBLICAN
ChrisYMcCoy,REPUBLICAN
EdwardARowe1,DEMOCRAT
DanielZolnikov,REPUBLICAN
RepRachelBurgin,REPUBLICAN
rolling_2,DEMOCRAT
stvnesly,DEMOCRAT
thedemvoice,DEMOCRAT
warpsix,REPUBLICAN
RepCurbelo,REPUBLICAN
MelMartinez,REPUBLICAN
GurrdyGirl,DEMOCRAT
kfcr,REPUBLICAN
madashell1man,REPUBLICAN
JCottageIndie,REPUBLICAN
BanaChase,DEMOCRAT
AldermanPope,DEMOCRAT
VTVeteran,REPUBLICAN
DesertBeacon,DEMOCRAT
TNTweetersGA,DEMOCRAT
MarcNECN,DEMOCRAT
OFA_OR,DEMOCRAT
rodneyanderson,REPUBLICAN
Graypets,REPUBLICAN
samlagrone,REPUBLICAN
CWPatriot,REPUBLICAN
FARRELFLOURNOY2,DEMOCRAT
atdleft,DEMOCRAT
SamValley,REPUBLICAN
RacineMayorJohn,DEMOCRAT
BernzDeuce,DEMOCRAT
Gamblndan,DEMOCRAT
RepBobbyDuBose,DEMOCRAT
ClarkDems,DEMOCRAT
greenthems,DEMOCRAT
RepCuellar,DEMOCRAT
pewestlake,DEMOCRAT
Zilla_Mon,DEMOCRAT
abitx2u,REPUBLICAN
shepworth,REPUBLICAN
Brandilyn,REPUBLICAN
lgascogne,DEMOCRAT
tpowers6pack,DEMOCRAT
MatthewArco,DEMOCRAT
wvdemocrats,DEMOCRAT
PounderFile,REPUBLICAN
Pontifex,REPUBLICAN
bradbaumn,DEMOCRAT
baxtertennyson,DEMOCRAT
MaryK_1,DEMOCRAT
GORGONOPSID,DEMOCRAT
RonRamsey,REPUBLICAN
brentoleson,REPUBLICAN
donnaha28811817,DEMOCRAT
RhiFionn,DEMOCRAT
DrLarryBucshon,REPUBLICAN
growlgirl,DEMOCRAT
ChipLimehouse,REPUBLICAN
PSwye,DEMOCRAT
sarafagen2,REPUBLICAN
jaybarnes5,REPUBLICAN
lajouetreine,DEMOCRAT
jason_tighe,REPUBLICAN
senatormcdaniel,REPUBLICAN
aldenm3,DEMOCRAT
esbagshaw,DEMOCRAT
AdrielleHerring,REPUBLICAN
JamesPMorrison,DEMOCRAT
CharlesBadger,DEMOCRAT
scottstanzel,REPUBLICAN
freehawk,DEMOCRAT
Todd_Staples,REPUBLICAN
RepKerryB,REPUBLICAN
KevinMcLaughlin,REPUBLICAN
seanelliott,DEMOCRAT
elianatrue,REPUBLICAN
_jennyspeed,REPUBLICAN
regator,REPUBLICAN
BlueRep,REPUBLICAN
MarcoRubioNH,REPUBLICAN
DONNAXFACTOR,REPUBLICAN
QueenPhillippa,DEMOCRAT
superckook,DEMOCRAT
tomwatson,DEMOCRAT
Real_Dr_Roy,REPUBLICAN
Jimmyspolitics,DEMOCRAT
DareToSpeak1,REPUBLICAN
RedNoVA8,REPUBLICAN
Hoptoad4,DEMOCRAT
KrazedHorse,DEMOCRAT
SueDinNY,REPUBLICAN
rogersanna,REPUBLICAN
MariaQSanchez,DEMOCRAT
LostMyBibleBelt,DEMOCRAT
mark85nh,REPUBLICAN
Chaim__Goldberg,REPUBLICAN
SteveCadwell,DEMOCRAT
LauriePatriot,REPUBLICAN
DMiller99,DEMOCRAT
DJMonk1976,DEMOCRAT
akemor,REPUBLICAN
BusiestBrain,REPUBLICAN
warcrimesbush,DEMOCRAT
MrsDLShields,REPUBLICAN
VanHipp,REPUBLICAN
SandyRiosTweet,REPUBLICAN
TheIndividuals,DEMOCRAT
BradfordRichar1,DEMOCRAT
Manny_A_Diaz,DEMOCRAT
MarcoRubioDaily,REPUBLICAN
TimSheryl,REPUBLICAN
carly_conley,REPUBLICAN
comdown,DEMOCRAT
Steve_Glazer,DEMOCRAT
ncf1993,REPUBLICAN
kombiz,DEMOCRAT
CeceCalabrese,REPUBLICAN
fantagor,DEMOCRAT
SteveWorks4You,REPUBLICAN
noellenikpour,REPUBLICAN
FixieTrackStand,REPUBLICAN
iDemocrat,DEMOCRAT
HHSRegion9,DEMOCRAT
MaxVenator,DEMOCRAT
LAsamurai27,DEMOCRAT
with_RM,DEMOCRAT
A_New_Freedom,DEMOCRAT
moosebriller,DEMOCRAT
rayann2320,REPUBLICAN
EllaThomas22,DEMOCRAT
Succatash1,REPUBLICAN
UConnDems,DEMOCRAT
hazzardeuce,DEMOCRAT
VFWd,REPUBLICAN
ScarlettDear1,REPUBLICAN
joan_evans_nyc,DEMOCRAT
DJShay12,DEMOCRAT
THETXEMBASSY,DEMOCRAT
epauepedra,DEMOCRAT
azpolicy,REPUBLICAN
Fishgot2swim,DEMOCRAT
huylerje,REPUBLICAN
Modern_Templar,REPUBLICAN
YouGottaVote,DEMOCRAT
shattereddad08,DEMOCRAT
DreamAct,DEMOCRAT
DazzSands,REPUBLICAN
activistmanager,REPUBLICAN
RepKevinCramer,REPUBLICAN
basicrepublican,REPUBLICAN
zaunforcongress,REPUBLICAN
BJindalNews,REPUBLICAN
scottmoorepdx,DEMOCRAT
sdlaw2006,DEMOCRAT
ggirl179,DEMOCRAT
jlukechitwood,DEMOCRAT
ERFedida,DEMOCRAT
02C5,REPUBLICAN
progressive4u2,DEMOCRAT
DanPowell80,REPUBLICAN
RealRightyGirl,REPUBLICAN
Lloyd_Van_O,DEMOCRAT
IE_Dickens,DEMOCRAT
nanaziegler,REPUBLICAN
LSHenretty,REPUBLICAN
CM_MargaretChin,DEMOCRAT
Irate_American,REPUBLICAN
progunone45,REPUBLICAN
RonKaniuk,REPUBLICAN
JoeStGeorge,DEMOCRAT
KathieConway,REPUBLICAN
lebatailleur,DEMOCRAT
homebuilderpa,REPUBLICAN
scarlett_0hara,REPUBLICAN
ErikaAndiola,DEMOCRAT
TeaParty_CA,REPUBLICAN
Jamie83107302,DEMOCRAT
LeftJabs,DEMOCRAT
Talk2Rusty,DEMOCRAT
SandiBehrns,DEMOCRAT
Drudge_Report_,REPUBLICAN
jnugget29,DEMOCRAT
abba_ks,DEMOCRAT
janalasorte,DEMOCRAT
s8470,REPUBLICAN
HesAGem,REPUBLICAN
RhodeIslandGOP,REPUBLICAN
BritWeaver,DEMOCRAT
Dromm25,DEMOCRAT
gaylehazzard,REPUBLICAN
drewdarby4Tx,REPUBLICAN
RajeevSrinivasa,REPUBLICAN
istahil88,REPUBLICAN
YesBiscuit,DEMOCRAT
ChungTweets,REPUBLICAN
kwatt,REPUBLICAN
Gus4NY,DEMOCRAT
GfdawF,REPUBLICAN
lisaxmiller,DEMOCRAT
LoisSmithers,DEMOCRAT
OleHippieChick,REPUBLICAN
CariWho,REPUBLICAN
CABar,REPUBLICAN
RepBradWenstrup,REPUBLICAN
Whits1bone,DEMOCRAT
EmfingerSScout,REPUBLICAN
KathTX,DEMOCRAT
actuallyeleni,DEMOCRAT
AmandaPizz,DEMOCRAT
jslubinski,DEMOCRAT
liz_gilbert,DEMOCRAT
CFPB,REPUBLICAN
FaithVotersPAC,REPUBLICAN
dc_us,DEMOCRAT
libertygunclub,REPUBLICAN
RickSantorum,REPUBLICAN
vtricity,REPUBLICAN
PatrickBuchanan,REPUBLICAN
Thinking_Helps,DEMOCRAT
RepBrianBabin,REPUBLICAN
teapartynew,REPUBLICAN
QueRicoMayito,DEMOCRAT
BrenyAndTheJets,REPUBLICAN
DaveJoyceOH14,REPUBLICAN
buffalo_girl,DEMOCRAT
ChristinaHoag,DEMOCRAT
GreenPartyWatch,DEMOCRAT
mwarner95,REPUBLICAN
nvassemblydems,DEMOCRAT
LibertyPoet,REPUBLICAN
Syricide,DEMOCRAT
DeanHeller,REPUBLICAN
RepSwalwell,DEMOCRAT
grouchybagels,DEMOCRAT
donnak4,REPUBLICAN
mari1967,REPUBLICAN
RonFRichard,REPUBLICAN
270Strategies,DEMOCRAT
chocobohomo,DEMOCRAT
TertiusIII,REPUBLICAN
lindouglass,DEMOCRAT
Kegan05,DEMOCRAT
danmsnyder,REPUBLICAN
Virginia4USA,REPUBLICAN
ElectedMob,REPUBLICAN
saraforamerica,REPUBLICAN
StarkGOP,REPUBLICAN
dennisbaxley,REPUBLICAN
T_P_K,DEMOCRAT
SandraHartle,REPUBLICAN
HLong135,REPUBLICAN
mwfreel,REPUBLICAN
thee_stupid,REPUBLICAN
KeithBrekhus,DEMOCRAT
RepBruceCozart,REPUBLICAN
padamo510,DEMOCRAT
pavelgregory,DEMOCRAT
KoltenParker,DEMOCRAT
wilcodems,DEMOCRAT
Dr_Rose,REPUBLICAN
wrawlsfl,DEMOCRAT
indydina,DEMOCRAT
CynthiaY29,DEMOCRAT
BOTeleprompter,REPUBLICAN
samolens,REPUBLICAN
V0TERepublican,REPUBLICAN
AzulayRomond,REPUBLICAN
C_Herring,DEMOCRAT
DARIAKRUGER,REPUBLICAN
AbbyMartin,DEMOCRAT
bethwalkr,REPUBLICAN
SolGrosskopf,REPUBLICAN
albinoblack,DEMOCRAT
lgbtdemsofva,DEMOCRAT
smartinnj,REPUBLICAN
TallulahStarr,REPUBLICAN
AmericanLandsCn,REPUBLICAN
gapcreekgourmet,REPUBLICAN
conservogirl,REPUBLICAN
cruickshank,DEMOCRAT
atticvs,REPUBLICAN
RKantor,DEMOCRAT
shivabeach,DEMOCRAT
markzbarabak,DEMOCRAT
AlaskaDemocrats,DEMOCRAT
StansburyforWV,REPUBLICAN
scottfoval,DEMOCRAT
ChavezChavis,DEMOCRAT
BettyAnnCanizio,DEMOCRAT
pookem,DEMOCRAT
SouthernRock3,DEMOCRAT
DJLGee,DEMOCRAT
bentzminger,DEMOCRAT
Nicky2Things,REPUBLICAN
INTLRevolver,DEMOCRAT
deweylasv,REPUBLICAN
Netjeretkhau,DEMOCRAT
AbolishTheFed,DEMOCRAT
penaetis,DEMOCRAT
gitmo62,REPUBLICAN
BartBuzz,REPUBLICAN
forewit,REPUBLICAN
jlock,DEMOCRAT
mazieforhawaii,DEMOCRAT
FaradayBikes,REPUBLICAN
SusanDanzig219,DEMOCRAT
stacibrophy,REPUBLICAN
followkurt,DEMOCRAT
_wintergirl93,REPUBLICAN
jessicam40,DEMOCRAT
MJGrayAR,DEMOCRAT
SeniorsMoment,DEMOCRAT
hansclm49,REPUBLICAN
GrantLally,REPUBLICAN
868umi,REPUBLICAN
GerardEmershaw,REPUBLICAN
amanuesis,DEMOCRAT
Rios_Rebecca,DEMOCRAT
evanjenne,DEMOCRAT
TransplantHeart,REPUBLICAN
iforg,DEMOCRAT
DavidHDewhurst,REPUBLICAN
LOOSECANNON25,DEMOCRAT
ProgresivMormon,DEMOCRAT
aBOLDcupofdrew,DEMOCRAT
KindforCongress,DEMOCRAT
AFJacobs,DEMOCRAT
TimmyWait,DEMOCRAT
boogman7,REPUBLICAN
ButteDem,DEMOCRAT
SarahPaIinUSA,DEMOCRAT
jessicatiahrt,REPUBLICAN
waynejwilsonjr,REPUBLICAN
IndianaPolitics,REPUBLICAN
DougHeye,REPUBLICAN
BostonAttorney,DEMOCRAT
SoCal4Trump,DEMOCRAT
ConwayTweety78,REPUBLICAN
CongMikeSimpson,REPUBLICAN
bschutt,REPUBLICAN
Guis168,DEMOCRAT
RadioPatriot,REPUBLICAN
BlkLightDisco,DEMOCRAT
brianathey,REPUBLICAN
PatrioticChoice,REPUBLICAN
gopocon,REPUBLICAN
yoimsadbecause,DEMOCRAT
los_maestros,DEMOCRAT
VincentIgnizio,REPUBLICAN
Redskinsfantag,REPUBLICAN
social_kr,DEMOCRAT
pkni,DEMOCRAT
AB9QU,REPUBLICAN
ProfBrendi,DEMOCRAT
achariw,DEMOCRAT
ramaxe1965,DEMOCRAT
Mily116,REPUBLICAN
wabbitoid,DEMOCRAT
SenPatRoberts,REPUBLICAN
_ajit8_,DEMOCRAT
tcottruth,REPUBLICAN
AmericanXRoads,REPUBLICAN
wedjim,REPUBLICAN
LenarWhitney,REPUBLICAN
Nan2Ethan,REPUBLICAN
Braveheart_USA,REPUBLICAN
bobby_copeland,DEMOCRAT
PelosiNews,REPUBLICAN
JRG1023,DEMOCRAT
IanSams,DEMOCRAT
noseyparkerunit,DEMOCRAT
RedPillReport,REPUBLICAN
EricBoehlert,DEMOCRAT
unionjason,DEMOCRAT
marcomiccoli1,DEMOCRAT
Undertheman,REPUBLICAN
RickyWalsh,DEMOCRAT
PaulRyanPress,REPUBLICAN
mrsnevada2014,REPUBLICAN
raymack2009,DEMOCRAT
K1erry,REPUBLICAN
FedericaMog,DEMOCRAT
RepCParker,DEMOCRAT
L0Bo_,REPUBLICAN
CPAC,REPUBLICAN
PoliticalGeek,DEMOCRAT
Economics21,REPUBLICAN
teddykawakami,DEMOCRAT
MarkReckons,DEMOCRAT
JJVoom,REPUBLICAN
SenMarkey,DEMOCRAT
RepOtondo,DEMOCRAT
NYCRWC,REPUBLICAN
mendezforaz,DEMOCRAT
FLPros,DEMOCRAT
Landon,REPUBLICAN
freedomsadvocat,REPUBLICAN
PHLDNC2016,DEMOCRAT
EZitrin,REPUBLICAN
Matt76Allen,REPUBLICAN
WashoeDEMS,DEMOCRAT
mtwolf,REPUBLICAN
jeanlassalle,DEMOCRAT
wakullawriter,DEMOCRAT
TedCruzito,REPUBLICAN
Kirsty_Williams,DEMOCRAT
HistoryCarper,REPUBLICAN
RealBenCarson,REPUBLICAN
phineasflapdood,DEMOCRAT
canjcat,DEMOCRAT
mythdebunker,REPUBLICAN
CeoLundgren,DEMOCRAT
artzeigler,REPUBLICAN
DaveSwindle,REPUBLICAN
realLarryInSC,DEMOCRAT
GovGoneWild,REPUBLICAN
brauerda,REPUBLICAN
czechchick76,REPUBLICAN
FbianNunez,DEMOCRAT
chili2534,DEMOCRAT
tedhessmahan,DEMOCRAT
gagnon03743,DEMOCRAT
foreright1776,REPUBLICAN
ChrisSalcedoTX,REPUBLICAN
allegrakirkland,DEMOCRAT
JoeC1776,REPUBLICAN
carmelmanion,DEMOCRAT
leumiclooney,DEMOCRAT
grindstaffd3570,DEMOCRAT
JamesLillis,DEMOCRAT
ParkCentralSTL,DEMOCRAT
honeybee7885,DEMOCRAT
sturosenwi,DEMOCRAT
RichardAngwin,DEMOCRAT
jgiandomenico,REPUBLICAN
4lgsgood,DEMOCRAT
brd76,REPUBLICAN
MME_MIAMI,DEMOCRAT
TehachapiHomes,REPUBLICAN
richmcpeek,REPUBLICAN
Equal_Force,REPUBLICAN
Steven_Swenson,REPUBLICAN
TheHandyman61,REPUBLICAN
MikeE5037,REPUBLICAN
MoonlightBomb,REPUBLICAN
BrowardYRs,REPUBLICAN
docrocktex26,DEMOCRAT
tllanes,DEMOCRAT
Slayer0470,DEMOCRAT
winojanet,REPUBLICAN
ColinDaileda,DEMOCRAT
RonKim40,DEMOCRAT
barbaraemiller,DEMOCRAT
AliceinDCland,DEMOCRAT
gjgjconference,DEMOCRAT
Brandon_Gunnoe,DEMOCRAT
Nvr4Get91101,REPUBLICAN
TedPittman,DEMOCRAT
stevekimura,DEMOCRAT
djamila617,DEMOCRAT
nmgerges,REPUBLICAN
wolverine7217,REPUBLICAN
RepBera,DEMOCRAT
aretheynuts,REPUBLICAN
MayorBowser,DEMOCRAT
Alfred_Bandar,REPUBLICAN
epubagent,REPUBLICAN
LLam33,DEMOCRAT
Spearman4Senate,DEMOCRAT
EricHolder,DEMOCRAT
michaeloharas,DEMOCRAT
brianrhester,DEMOCRAT
SteveAyscue,DEMOCRAT
KevinCate,DEMOCRAT
LibertyQuotient,DEMOCRAT
RepMikeBishop,REPUBLICAN
SenatorMensch,REPUBLICAN
John_Hanlon,REPUBLICAN
OhioDaily,DEMOCRAT
now7grandkids,DEMOCRAT
Rocb2011Ca,DEMOCRAT
MattDill,REPUBLICAN
LLcoolJpeace,REPUBLICAN
hymnforrachel,REPUBLICAN
matthadro,REPUBLICAN
alexforgue,DEMOCRAT
Aubrey_Gayle,DEMOCRAT
Edvigil1,DEMOCRAT
KachinaGTTO,REPUBLICAN
Fedup_Mom,DEMOCRAT
Samhouston100,REPUBLICAN
DarkestKnight78,REPUBLICAN
DinaNasser,DEMOCRAT
spennington33,DEMOCRAT
SOSCegavske,REPUBLICAN
VividSocialNet,DEMOCRAT
HouseAdm_Dems,DEMOCRAT
PaulRoales,DEMOCRAT
AdrianaLopezTV,DEMOCRAT
LegalizationFl,DEMOCRAT
TheOneTrueKOB,REPUBLICAN
AnderCrenshaw,REPUBLICAN
poliquest,REPUBLICAN
RepMikeFoote,DEMOCRAT
ProgressOutlook,DEMOCRAT
mrosenbergNYT,DEMOCRAT
jnphillip,DEMOCRAT
JordanWhichard,DEMOCRAT
AmyFrederick2,REPUBLICAN
OnlyTruthReign,DEMOCRAT
layellderoe,DEMOCRAT
UTE4LIFE,DEMOCRAT
rudepundit,DEMOCRAT
mattcarthy,REPUBLICAN
RyanRhodes,REPUBLICAN
RDBobbyGuerra,DEMOCRAT
BobDuffyRBA,DEMOCRAT
GoldwaterGal,REPUBLICAN
RobersonForNV,REPUBLICAN
MileHighStriker,REPUBLICAN
GhostriderVF142,REPUBLICAN
GenoFromPgh,REPUBLICAN
payneco,DEMOCRAT
JillStanek,REPUBLICAN
SenatorParker,DEMOCRAT
Kalaax008,DEMOCRAT
MarkRuffalo,DEMOCRAT
Julian_Says_,REPUBLICAN
BobMathis2,REPUBLICAN
JBrockm,REPUBLICAN
INATTYGENERAL,REPUBLICAN
pa01212,REPUBLICAN
rebecca_lineham,DEMOCRAT
Daylin4Congress,DEMOCRAT
ProgressiveToo,DEMOCRAT
SannieO,DEMOCRAT
ChooseToBFree,REPUBLICAN
Dudek2020,REPUBLICAN
schousespeaker,REPUBLICAN
JimNortonWeston,DEMOCRAT
District7,DEMOCRAT
jungleeagle,DEMOCRAT
JackieSeal,REPUBLICAN
dagblog,DEMOCRAT
HarvardDems,DEMOCRAT
meganarose,DEMOCRAT
jaysta,DEMOCRAT
TeamRepWatson,DEMOCRAT
desert_sista,REPUBLICAN
jennsright,REPUBLICAN
KyleLacio,DEMOCRAT
mddems,DEMOCRAT
novid7,REPUBLICAN
LEISUREGODDESS,DEMOCRAT
CllrIainRoberts,DEMOCRAT
killrockstarz,REPUBLICAN
payrs,REPUBLICAN
vlramirez12,DEMOCRAT
CNNSitRoom,DEMOCRAT
chicagoaflcio,DEMOCRAT
RepPaulHollis,REPUBLICAN
Halibutron,DEMOCRAT
JackLatvala,REPUBLICAN
YNS,REPUBLICAN
MileyCyrus,DEMOCRAT
Freedom_Daily,DEMOCRAT
shelleehale,REPUBLICAN
LynetteChapman,DEMOCRAT
epWeissengruber,DEMOCRAT
pnrod,DEMOCRAT
RepMarcGergely,DEMOCRAT
HAF_team,REPUBLICAN
KelvinLLee,DEMOCRAT
ArmandoGutierez,REPUBLICAN
The_BKC,DEMOCRAT
ASHLEYmaehunt,REPUBLICAN
Larell718,DEMOCRAT
TheQueenRegnant,DEMOCRAT
Matt_Morales,REPUBLICAN
Shoq,REPUBLICAN
RisingRedStorm,REPUBLICAN
vidiotfl,REPUBLICAN
Keme87,DEMOCRAT
TruckerBobS,REPUBLICAN
trevorhlund,REPUBLICAN
CHARLESFADDIS,REPUBLICAN
prperkins,REPUBLICAN
alfieinrealtime,DEMOCRAT
ingleezi,REPUBLICAN
kkatief,REPUBLICAN
BooVay7,DEMOCRAT
radiotalkermike,REPUBLICAN
danielom1409,REPUBLICAN
MaryKayHenry,DEMOCRAT
AaronDayAtlas,REPUBLICAN
EraseRacism,REPUBLICAN
jam4liberty,REPUBLICAN
TheoloGOP,DEMOCRAT
ClemBlainInDK,DEMOCRAT
sterrettlaw,DEMOCRAT
jimmcbride13,DEMOCRAT
DonaRozeW,REPUBLICAN
OKREPSENATE,REPUBLICAN
SCPAFlorida,DEMOCRAT
CloydRivers,DEMOCRAT
ChrisPV66,REPUBLICAN
readyaimshoot,REPUBLICAN
FDRepublicans,REPUBLICAN
screaminglibral,DEMOCRAT
examinerpolitic,REPUBLICAN
DougGansler,DEMOCRAT
AlaTeaParty,REPUBLICAN
lpdstock,DEMOCRAT
MrMac6489,REPUBLICAN
KingCRH,REPUBLICAN
KylieJaneKremer,REPUBLICAN
cyrusk,REPUBLICAN
PARISDENNARD,DEMOCRAT
pskibbe,REPUBLICAN
garrisongunter,REPUBLICAN
1911G_fan,REPUBLICAN
DarlenefromNH,REPUBLICAN
RepBillFoster,DEMOCRAT
katyperry,DEMOCRAT
ramonacosta33,DEMOCRAT
HallieKMilner,REPUBLICAN
PushBackNow,REPUBLICAN
jerilthompson,REPUBLICAN
DAKGirl,DEMOCRAT
lalarobota,DEMOCRAT
jbattTX,DEMOCRAT
bkomar,DEMOCRAT
cllrkemp,DEMOCRAT
johnpezold,REPUBLICAN
RepEdThompson,REPUBLICAN
Si_Jose,DEMOCRAT
kevinrns,DEMOCRAT
holy_grizz,DEMOCRAT
nanaboyce,REPUBLICAN
TxSkirt,REPUBLICAN
BreakingTheLeft,REPUBLICAN
ALittleWrath,REPUBLICAN
Greedalitism365,REPUBLICAN
chemoelectric,DEMOCRAT
SNaPpPerHead,REPUBLICAN
Rima_Regas,DEMOCRAT
DrThomasHo,REPUBLICAN
LadyEli4Liberty,REPUBLICAN
meridak,DEMOCRAT
EdensDavis,REPUBLICAN
momschange,DEMOCRAT
lsferguson,REPUBLICAN
GenOpp,REPUBLICAN
ArmyTom58,REPUBLICAN
jodigirl1000,REPUBLICAN
JGRBarna,DEMOCRAT
MartinMawyer,DEMOCRAT
SidneyJake,REPUBLICAN
PresidentOMabus,REPUBLICAN
BelindaBG,DEMOCRAT
bstrdoctps,DEMOCRAT
KatarinaWeise,REPUBLICAN
perossmeisl,REPUBLICAN
timmiller_mn,REPUBLICAN
SpeakerStraus,REPUBLICAN
SusanHW,REPUBLICAN
RepPaulCook,REPUBLICAN
LukeBrinker,DEMOCRAT
Guinta4Congress,REPUBLICAN
gregtinsley,REPUBLICAN
CorpRattX,DEMOCRAT
AnnieLonden,REPUBLICAN
BritneyDWhaley,DEMOCRAT
Ireland0828,DEMOCRAT
TerriLinnell,REPUBLICAN
angelique315,DEMOCRAT
iHoodscholar,REPUBLICAN
nifkinjuice,DEMOCRAT
Mr_Electrico,REPUBLICAN
NautieWon,DEMOCRAT
psforsure,DEMOCRAT
nytopinion,DEMOCRAT
ChristiansInAc1,DEMOCRAT
readmylipstick,REPUBLICAN
stuartpstevens,REPUBLICAN
ProgressiveMass,DEMOCRAT
MyMindOnGeorgia,REPUBLICAN
tooloosetoo,DEMOCRAT
MingleNC,DEMOCRAT
YnkyDodl,REPUBLICAN
RSI,REPUBLICAN
KatEdmiston,DEMOCRAT
AnnTBush,REPUBLICAN
prg100740,DEMOCRAT
SenBlumenthal,DEMOCRAT
moinedeisme,DEMOCRAT
RepKinsey,DEMOCRAT
RepMikeRogers,REPUBLICAN
MikeSigner,DEMOCRAT
Washhanger,DEMOCRAT
laplandlarry,DEMOCRAT
cycles13,REPUBLICAN
yannicknaud,DEMOCRAT
AdamDriggs,REPUBLICAN
TyDonevski,REPUBLICAN
AGM100TUC,REPUBLICAN
PoliticalBeth,DEMOCRAT
